pm10,temp,hum,wind_speed,rain,pressure,hour,day_of_week,is_weekend,label
115.85,23.94,47,2.75,0.0,1024,1,0,0,115.85
14.25,23.6,11,0.52,0.0,1022,18,3,0,14.25
3.36,23.5,38,7.59,0.0,1014,1,4,0,2.69
11.22,26.6,28,4.18,1.03,1017,3,5,1,7.86
121.91,22.13,39,6.92,9.66,1008,9,5,1,68.27
15.18,20.01,33,1.36,0.0,1006,6,4,0,15.18
5.53,20.18,18,4.01,0.0,1014,22,2,0,5.53
9.67,27.36,53,4.69,0.0,1019,6,4,0,9.67
134.92,21.44,53,5.85,0.0,1021,0,3,0,107.93
9.51,27.71,29,4.27,0.0,1019,13,1,0,9.51
0.88,16.83,10,5.23,0.0,1008,11,2,0,0.7
11.47,22.35,56,3.28,0.0,1027,9,2,0,11.47
155.92,16.0,47,1.79,0.0,1023,3,1,0,155.92
12.38,21.44,10,4.75,0.0,1008,10,0,0,12.38
3.47,23.69,41,3.77,4.07,1021,19,0,0,2.43
4.88,27.59,31,5.0,4.37,1010,23,4,0,3.41
147.56,22.42,50,2.38,0.0,1009,10,3,0,147.56
14.3,21.15,12,2.08,0.0,1028,10,5,1,14.3
4.7,24.79,15,5.62,8.64,1020,3,1,0,2.63
4.14,27.62,29,3.8,0.0,1015,20,2,0,4.14
107.72,18.51,47,0.94,0.0,1020,3,6,1,107.72
10.5,27.59,41,3.52,3.54,1015,6,2,0,7.35
7.31,17.98,26,4.49,0.0,1031,1,4,0,7.31
3.65,30.59,44,0.19,0.0,1006,10,6,1,3.65
122.89,17.1,53,6.83,0.0,1008,15,4,0,98.31
10.73,22.17,21,2.18,0.0,1010,9,1,0,10.73
6.01,21.3,37,5.06,0.0,1027,4,2,0,4.8
11.27,26.81,40,4.51,0.0,1011,14,5,1,11.27
118.89,17.8,52,0.22,0.0,1010,22,1,0,118.89
7.43,21.12,10,3.08,5.8,1027,1,1,0,5.2
10.45,24.03,45,9.93,3.71,1027,20,0,0,5.85
4.36,21.22,68,4.62,6.55,1026,16,3,0,3.05
102.14,22.28,49,4.54,0.0,1013,6,6,1,102.14
7.26,20.1,22,6.35,9.56,1015,11,5,1,4.07
0.74,19.98,20,5.81,0.0,1031,4,2,0,0.6
6.79,30.37,43,5.73,3.49,1017,0,2,0,3.8
118.6,20.49,25,0.67,0.0,1008,16,1,0,118.6
9.9,23.59,23,1.16,2.72,1013,12,5,1,6.93
9.96,24.57,34,9.92,0.0,1015,15,6,1,7.97
10.31,28.55,32,4.5,0.69,1023,13,1,0,7.22
106.16,15.65,50,5.71,0.0,1024,10,2,0,84.93
10.11,22.06,26,0.0,2.45,1027,23,6,1,7.08
4.37,16.27,46,8.58,0.0,1013,9,1,0,3.49
6.22,26.86,52,6.28,7.13,1031,19,1,0,3.48
155.42,16.49,35,3.54,0.0,1006,6,0,0,155.42
11.22,25.23,25,0.0,11.35,1031,20,5,1,7.86
9.04,20.18,42,8.15,0.0,1016,4,3,0,7.23
8.72,21.74,66,6.55,0.57,1007,22,1,0,4.88
156.51,20.24,33,5.5,0.0,1009,13,1,0,125.21
11.65,19.39,36,5.63,2.4,1026,15,1,0,6.53
1.93,24.79,36,9.11,0.0,1012,11,1,0,1.54
9.2,30.29,29,1.64,0.0,1006,5,0,0,9.2
104.87,20.49,23,6.36,0.0,1003,16,2,0,83.9
11.58,23.48,21,3.25,11.01,1024,15,6,1,8.1
7.65,18.61,34,10.31,6.61,1028,15,3,0,4.29
6.8,24.18,47,2.05,0.0,1031,4,4,0,6.8
152.75,16.52,47,2.88,0.0,1014,14,3,0,152.75
8.3,21.8,24,5.58,7.21,1022,22,1,0,4.65
4.76,19.4,46,9.64,0.0,1027,9,1,0,3.81
5.57,26.48,33,5.13,0.0,1017,23,4,0,4.45
150.56,18.41,43,6.01,0.0,1022,7,4,0,120.44
15.54,19.59,29,0.0,0.0,1022,5,0,0,15.54
3.83,17.93,31,4.06,0.0,1011,8,5,1,3.83
9.65,22.89,54,2.8,1.93,1018,17,6,1,6.75
120.87,24.97,61,4.09,0.0,1022,21,4,0,120.87
13.42,20.85,30,1.41,10.8,1019,9,2,0,9.4
5.96,22.6,34,7.35,0.0,1006,22,0,0,4.77
5.66,28.36,38,0.1,8.99,1005,20,5,1,3.96
126.61,15.5,37,5.39,0.0,997,22,5,1,101.29
12.38,21.77,30,5.22,5.84,1023,2,4,0,6.93
7.8,20.24,17,5.82,0.0,1032,21,6,1,6.24
6.89,28.23,43,2.23,0.0,1013,4,1,0,6.89
157.56,16.25,52,3.89,0.0,1026,12,4,0,157.56
9.91,23.89,18,3.79,0.0,1025,7,0,0,9.91
9.07,23.21,24,3.34,0.0,1003,18,6,1,9.07
12.76,28.54,42,2.03,0.0,1006,7,5,1,12.76
156.76,24.55,27,4.26,0.0,1004,7,2,0,156.76
14.52,22.41,20,1.03,0.0,1022,15,2,0,14.52
7.27,17.42,18,2.97,0.0,1031,9,4,0,7.27
6.48,28.45,28,2.74,0.0,1016,14,0,0,6.48
148.17,18.99,49,1.05,0.0,1017,12,6,1,148.17
13.15,27.65,18,1.2,0.0,1007,9,0,0,13.15
3.05,20.4,34,10.79,0.89,1024,9,1,0,1.71
12.64,22.89,47,0.0,0.0,1017,8,4,0,12.64
140.23,24.13,47,4.36,0.0,1009,5,6,1,140.23
6.91,19.72,26,0.0,0.0,1021,0,0,0,6.91
2.76,18.9,10,5.42,0.0,1023,14,5,1,2.21
8.73,28.8,44,6.18,2.69,1024,14,6,1,4.89
107.94,24.54,54,4.03,0.0,997,6,0,0,107.94
10.51,18.92,30,5.95,2.95,1015,3,3,0,5.89
6.73,18.7,23,5.06,4.2,1013,11,3,0,3.77
10.5,23.23,53,1.6,0.0,1006,5,5,1,10.5
149.34,21.35,38,0.0,9.12,1018,5,2,0,104.54
15.4,27.64,26,3.94,0.0,1020,20,5,1,15.4
1.3,25.16,12,4.15,0.0,1015,8,5,1,1.3
6.43,25.43,47,4.41,0.0,1008,15,5,1,6.43
144.42,19.33,45,0.0,0.0,998,2,0,0,144.42
7.76,19.3,25,3.85,0.0,1029,18,6,1,7.76
10.4,18.42,36,6.72,0.0,1027,13,1,0,8.32
6.65,24.58,46,0.89,0.0,1003,8,5,1,6.65
102.67,17.06,28,4.54,0.0,1012,14,2,0,102.67
11.75,18.42,12,3.48,0.0,1017,3,5,1,11.75
0.87,19.53,41,9.52,0.0,1014,1,6,1,0.7
5.77,25.42,28,2.95,0.0,1027,23,0,0,5.77
102.33,17.37,38,7.22,0.0,1016,4,6,1,81.87
10.33,18.48,42,3.44,0.53,1034,3,6,1,7.23
7.85,17.88,42,3.85,0.0,1023,0,3,0,7.85
6.56,29.83,38,4.11,0.0,1002,5,0,0,6.56
152.71,16.0,45,3.46,0.0,1024,4,5,1,152.71
7.6,18.16,20,0.85,0.0,1019,19,1,0,7.6
3.07,24.02,37,6.89,0.0,1033,22,4,0,2.45
11.16,30.61,60,0.72,0.0,1004,13,6,1,11.16
156.59,21.38,56,7.17,0.0,1026,8,0,0,125.27
6.36,18.93,10,0.0,0.0,1014,1,4,0,6.36
1.0,19.29,26,5.6,0.0,1009,14,0,0,0.8
8.9,30.87,34,5.93,0.0,1026,10,3,0,7.12
128.1,21.34,60,0.73,6.47,1019,8,4,0,89.67
7.94,25.98,42,1.72,0.0,1033,4,6,1,7.94
6.0,23.08,23,7.72,0.0,1032,0,0,0,4.8
6.92,22.46,47,0.4,0.0,1019,8,0,0,6.92
153.57,21.18,27,0.0,0.0,1027,3,0,0,153.57
14.24,19.96,33,1.42,0.0,1024,6,4,0,14.24
6.3,22.11,30,9.92,0.0,1027,4,1,0,5.04
12.99,24.75,49,4.93,0.0,1003,1,1,0,12.99
102.97,19.83,50,7.39,0.0,997,5,3,0,82.37
9.36,26.78,27,0.36,0.0,1032,18,5,1,9.36
2.85,20.32,25,7.91,0.0,1003,9,4,0,2.28
8.94,26.87,32,1.08,0.0,1023,17,1,0,8.94
117.38,24.68,48,2.67,0.0,1003,17,0,0,117.38
14.04,25.31,10,7.11,9.82,1016,18,2,0,7.86
4.19,21.45,36,4.62,0.0,1017,0,0,0,4.19
13.03,29.89,48,6.75,0.0,1008,1,1,0,10.43
112.32,22.45,21,5.9,0.0,1023,17,0,0,89.86
14.52,19.48,15,6.48,0.0,1019,6,1,0,11.61
2.74,24.32,29,3.53,0.0,1005,5,2,0,2.74
10.92,29.41,51,3.46,0.0,1020,12,6,1,10.92
125.36,17.83,40,5.3,0.0,1005,8,0,0,100.29
6.37,24.04,23,3.17,0.0,1010,2,0,0,6.37
6.41,23.69,34,6.54,0.0,1008,1,6,1,5.13
8.53,29.15,45,3.77,0.0,1002,21,1,0,8.53
141.14,17.01,52,4.52,7.12,1012,16,4,0,98.8
8.43,25.48,28,3.69,9.85,1006,12,3,0,5.9
1.12,17.14,43,5.32,0.0,1019,13,2,0,0.89
7.73,23.78,57,3.22,0.0,1011,10,4,0,7.73
116.56,23.58,43,3.23,0.0,999,7,3,0,116.56
14.68,26.36,21,1.3,0.0,1027,14,3,0,14.68
5.16,18.04,10,3.91,0.0,1033,22,5,1,5.16
3.54,30.09,31,2.81,5.3,1024,8,1,0,2.48
143.58,22.18,32,5.25,0.0,1018,22,0,0,114.86
10.82,22.81,39,2.74,0.0,1033,10,1,0,10.82
6.63,24.48,28,5.12,0.0,1016,17,4,0,5.31
10.27,25.26,60,1.59,5.04,1008,4,5,1,7.19
128.58,18.15,58,1.02,0.0,1001,2,3,0,128.58
7.45,21.33,23,6.56,0.0,1006,17,6,1,5.96
4.29,25.13,43,8.87,0.0,1009,2,4,0,3.43
4.85,26.32,30,1.8,0.0,1031,17,2,0,4.85
123.75,18.47,56,7.02,0.0,1019,21,6,1,99.0
6.38,25.45,23,1.77,0.0,1034,14,2,0,6.38
4.07,15.99,44,5.19,0.0,1022,5,1,0,3.26
12.3,23.85,54,6.5,1.61,1011,3,1,0,6.89
133.19,23.09,24,0.0,0.0,1018,2,4,0,133.19
10.19,20.37,12,3.68,0.0,1023,2,2,0,10.19
10.09,25.49,41,4.79,2.86,1005,0,4,0,7.07
11.21,29.31,44,2.33,0.0,1005,10,6,1,11.21
146.86,22.81,38,3.38,0.0,1011,23,6,1,146.86
8.92,24.39,34,3.24,0.0,1011,17,1,0,8.92
3.96,20.54,21,9.99,0.0,1016,1,5,1,3.17
11.68,28.65,42,6.28,0.0,1018,20,5,1,9.35
117.49,16.98,57,4.83,0.0,1024,13,6,1,117.49
11.66,20.17,28,3.91,0.0,1027,21,3,0,11.66
7.5,17.71,25,3.3,0.0,1031,4,1,0,7.5
11.02,29.69,59,0.0,1.31,1007,7,1,0,7.72
129.89,16.94,60,3.76,0.78,1011,5,5,1,90.92
7.78,19.83,24,2.28,0.0,1005,13,5,1,7.78
9.12,20.95,34,9.3,0.0,1022,14,1,0,7.29
12.06,20.98,47,6.75,0.0,1009,18,1,0,9.65
130.41,21.03,21,6.02,8.79,1014,17,1,0,73.03
7.49,25.24,17,6.55,0.0,1027,9,1,0,5.99
10.48,24.84,24,5.96,0.0,1008,14,2,0,8.38
10.21,28.44,57,5.76,0.0,1018,15,6,1,8.16
144.67,22.15,44,1.32,0.0,1003,17,0,0,144.67
12.12,21.09,13,2.05,0.0,1020,2,0,0,12.12
4.71,19.46,16,9.76,9.54,1025,4,0,0,2.64
7.18,23.68,50,3.3,0.0,1025,21,3,0,7.18
118.15,24.55,50,0.1,0.0,1027,10,2,0,118.15
10.25,23.64,10,2.9,0.0,1010,2,4,0,10.25
2.22,23.05,11,6.35,0.0,1012,23,6,1,1.78
11.24,30.08,51,0.0,0.0,1014,17,1,0,11.24
110.04,22.49,25,2.33,0.0,1002,13,6,1,110.04
13.08,23.22,23,5.98,0.0,1009,0,2,0,10.46
2.04,16.23,21,4.25,0.0,1023,10,2,0,2.04
5.01,29.6,37,6.12,0.0,1002,22,3,0,4.01
146.01,20.6,38,6.9,0.0,1000,9,3,0,116.81
14.48,19.62,30,7.3,1.33,1005,4,0,0,8.11
4.18,20.07,31,2.96,0.0,1003,0,0,0,4.18
4.98,24.4,40,2.13,6.95,1030,10,2,0,3.48
145.33,24.37,52,6.28,0.0,1026,16,5,1,116.26
15.14,22.5,18,0.35,0.0,1027,3,2,0,15.14
8.25,23.89,12,5.08,0.0,1019,5,4,0,6.6
12.99,27.91,51,5.81,0.0,1009,23,0,0,10.4
105.96,25.14,35,0.0,0.0,1007,15,4,0,105.96
10.17,18.15,10,3.66,0.0,1007,7,5,1,10.17
10.39,24.18,34,7.69,0.0,1013,23,5,1,8.31
12.3,22.81,55,5.37,0.0,1013,10,5,1,9.84
156.45,15.53,46,7.36,0.0,1009,16,2,0,125.16
9.22,18.18,21,6.69,0.0,1005,8,5,1,7.38
5.65,20.94,41,10.8,6.05,1006,7,3,0,3.17
7.21,23.01,44,0.0,0.0,1016,11,5,1,7.21
107.5,16.04,48,0.95,0.0,1010,21,3,0,107.5
7.29,23.2,15,5.13,0.0,1012,16,2,0,5.83
4.56,17.4,14,10.14,0.0,1003,17,2,0,3.65
11.25,25.05,62,5.79,0.0,1016,9,2,0,9.0
124.93,24.57,34,4.53,0.0,1004,23,3,0,124.93
7.87,19.91,26,0.53,0.0,1014,12,3,0,7.87
8.02,15.87,26,3.34,0.0,1003,22,2,0,8.02
12.56,24.38,30,2.39,0.0,1010,7,0,0,12.56
133.16,21.25,37,3.24,0.0,1016,6,3,0,133.16
8.2,26.82,39,3.16,0.0,1027,17,3,0,8.2
8.87,18.47,45,8.18,0.0,1017,16,6,1,7.1
4.21,30.4,64,0.0,0.0,1010,23,2,0,4.21
118.08,19.9,46,5.63,0.0,1023,17,5,1,94.47
15.2,23.9,33,0.73,0.0,1013,0,2,0,15.2
2.1,19.85,10,2.99,0.0,1030,11,1,0,2.1
5.75,21.97,36,0.0,10.24,1003,0,2,0,4.03
118.74,23.17,52,5.67,7.08,1003,3,1,0,66.5
9.13,18.12,25,7.11,11.71,1012,2,6,1,5.11
1.52,18.82,10,5.31,0.0,1011,12,1,0,1.22
9.07,21.99,28,2.49,0.0,1006,3,5,1,9.07
111.08,18.77,27,7.48,0.0,1003,18,6,1,88.86
14.17,18.67,23,0.57,0.0,1027,11,1,0,14.17
7.06,25.21,19,6.12,0.0,1005,21,3,0,5.65
5.88,23.1,53,2.97,0.0,1009,10,5,1,5.88
152.61,15.49,27,6.15,0.0,1008,21,1,0,122.09
12.26,24.22,17,4.31,7.2,1008,12,3,0,8.58
6.5,20.48,43,9.91,2.17,1015,7,3,0,3.64
4.77,22.57,33,4.94,0.0,1015,13,5,1,4.77
150.11,18.36,22,5.65,0.0,1004,1,5,1,120.09
7.9,20.61,42,6.18,0.0,1015,8,6,1,6.32
8.36,22.48,12,7.2,0.0,1003,17,5,1,6.69
6.46,21.26,68,5.62,0.0,1010,8,2,0,5.17
157.94,18.05,53,1.39,0.0,1003,13,3,0,157.94
15.15,19.14,26,5.4,0.0,1020,15,1,0,12.12
1.36,25.36,31,9.36,0.0,1009,11,6,1,1.09
8.08,27.93,40,2.02,0.0,1025,11,3,0,8.08
101.54,20.79,35,3.55,0.0,1022,10,6,1,101.54
11.57,23.06,10,4.62,0.0,1035,8,3,0,11.57
2.8,20.38,10,7.49,0.0,1027,0,0,0,2.24
6.41,21.95,51,3.9,0.0,1006,11,2,0,6.41
131.86,22.13,54,0.0,0.0,999,5,1,0,131.86
6.09,22.11,35,0.0,0.0,1009,20,3,0,6.09
8.69,22.5,43,10.12,0.0,1017,4,3,0,6.95
5.94,21.13,37,6.14,9.03,1020,19,0,0,3.33
100.67,22.8,49,1.37,8.31,1015,6,0,0,70.47
14.96,24.26,12,4.54,0.0,1029,13,3,0,14.96
6.13,22.77,17,8.41,0.0,1014,6,2,0,4.9
8.42,23.0,42,1.37,3.92,1016,17,2,0,5.89
147.1,20.92,59,7.35,11.17,1014,3,2,0,82.37
6.72,18.77,10,6.81,6.26,1023,2,5,1,3.77
7.1,16.68,34,6.14,0.0,1010,15,4,0,5.68
11.85,28.83,54,1.36,0.0,1002,18,1,0,11.85
131.48,25.31,29,4.79,0.0,1006,8,4,0,131.48
12.41,25.5,32,2.79,5.56,1013,18,6,1,8.69
3.55,24.13,45,4.53,0.0,1013,16,4,0,3.55
7.94,21.81,28,2.69,0.0,1014,9,0,0,7.94
145.71,22.07,34,5.01,0.0,999,16,3,0,116.57
11.54,25.11,25,6.39,0.0,1029,6,2,0,9.24
3.86,18.82,34,4.78,0.0,1009,14,1,0,3.86
11.86,30.95,34,1.29,0.0,1004,20,0,0,11.86
112.22,25.38,26,2.03,1.43,1004,10,5,1,78.56
7.46,18.15,29,1.15,0.0,1027,13,3,0,7.46
6.35,24.36,22,7.59,0.0,1019,17,5,1,5.08
9.64,29.73,50,5.89,11.02,1025,14,6,1,5.4
124.08,16.4,46,6.21,0.0,1015,21,2,0,99.27
15.47,19.38,33,0.94,0.0,1028,9,1,0,15.47
5.92,23.68,32,6.98,0.0,1019,2,4,0,4.73
5.97,23.78,68,0.24,0.0,1017,4,6,1,5.97
143.22,19.94,30,0.06,0.0,1015,0,1,0,143.22
6.18,26.68,10,1.01,0.0,1020,16,3,0,6.18
0.68,20.71,25,3.07,0.0,1033,15,4,0,0.68
4.83,24.36,40,1.23,0.0,1005,23,2,0,4.83
100.8,17.81,55,5.85,0.0,1013,19,6,1,80.64
9.61,22.26,21,6.07,0.0,1019,23,3,0,7.69
5.79,17.78,10,7.21,0.0,1009,22,1,0,4.63
7.41,22.2,28,0.0,0.0,1006,12,0,0,7.41
158.23,16.81,60,4.29,0.0,997,13,4,0,158.23
14.33,18.41,37,4.84,0.0,1023,2,2,0,14.33
9.54,17.42,31,7.93,8.62,1013,18,5,1,5.34
6.7,25.8,46,5.69,0.0,1018,17,5,1,5.36
132.99,15.96,53,5.62,0.0,1010,10,2,0,106.39
6.64,24.6,10,5.91,0.0,1032,4,2,0,5.31
5.36,23.95,35,9.72,0.0,1012,14,1,0,4.29
10.67,27.67,55,1.07,0.0,1011,8,0,0,10.67
123.77,19.08,37,0.36,0.0,1005,14,5,1,123.77
13.03,26.75,11,0.32,0.0,1017,13,1,0,13.03
0.7,18.74,31,6.02,0.0,1019,12,0,0,0.56
3.85,23.52,49,2.23,0.0,1010,2,4,0,3.85
113.35,15.81,49,3.88,0.0,1004,8,6,1,113.35
10.97,20.74,10,1.89,0.0,1011,12,0,0,10.97
7.02,15.81,25,3.14,10.18,1007,10,2,0,4.91
3.24,23.46,57,6.51,0.0,1018,7,3,0,2.6
134.99,21.58,54,1.84,9.49,1027,10,6,1,94.49
11.98,18.24,14,4.39,0.0,1026,5,3,0,11.98
3.0,21.14,10,4.5,0.0,1025,15,0,0,3.0
5.92,22.71,32,3.96,0.0,1002,12,3,0,5.92
107.39,18.79,49,3.92,0.0,1003,15,6,1,107.39
12.99,25.63,13,2.12,0.0,1007,14,0,0,12.99
9.25,19.07,12,9.88,0.0,1020,0,5,1,7.4
8.77,21.86,66,5.22,0.0,1023,5,6,1,7.02
106.13,21.65,34,6.5,9.94,1005,23,1,0,59.43
10.19,20.66,25,6.98,0.0,1020,13,0,0,8.15
1.9,23.04,40,7.39,0.0,1013,17,5,1,1.52
5.36,22.77,40,5.46,0.0,1013,21,2,0,4.29
135.0,17.39,57,0.58,0.0,1006,7,6,1,135.0
15.12,21.51,11,5.42,0.0,1019,4,2,0,12.09
8.17,22.87,25,8.92,7.72,1008,13,4,0,4.58
5.36,22.14,56,0.69,2.12,1008,4,2,0,3.75
157.1,15.7,31,6.78,0.0,999,22,6,1,125.68
7.96,21.2,10,2.1,0.0,1022,15,1,0,7.96
2.39,16.43,10,6.03,0.0,1028,2,2,0,1.91
6.89,24.21,37,6.27,0.0,1019,0,5,1,5.51
137.31,19.28,23,1.57,7.23,1005,10,4,0,96.12
8.12,27.67,36,3.84,0.0,1015,18,2,0,8.12
6.15,16.38,15,10.06,0.0,1014,7,0,0,4.92
10.33,25.14,45,5.3,0.0,1011,9,2,0,8.26
135.94,15.62,56,0.0,0.0,1002,11,1,0,135.94
14.9,21.11,43,5.68,0.0,1007,21,0,0,11.92
6.27,21.12,22,4.96,0.0,1022,16,1,0,6.27
8.95,26.51,32,4.26,0.0,1012,7,4,0,8.95
143.04,18.66,56,2.29,0.0,1012,14,3,0,143.04
5.94,18.78,10,3.63,0.0,1030,7,1,0,5.94
5.86,16.74,38,10.52,0.0,1018,20,3,0,4.69
12.45,27.39,58,3.72,0.0,1008,11,2,0,12.45
103.9,17.12,61,0.93,0.0,999,5,4,0,103.9
7.12,26.66,33,3.7,0.0,1020,1,3,0,7.12
2.51,22.04,24,10.67,0.0,1005,12,1,0,2.01
6.85,26.08,56,0.0,0.0,1009,17,5,1,6.85
125.76,18.07,41,3.78,0.0,1019,9,5,1,125.76
14.33,27.75,10,6.64,0.0,1025,10,4,0,11.47
1.78,19.03,20,8.64,0.0,1022,3,0,0,1.42
12.17,21.22,49,2.27,0.0,1009,9,2,0,12.17
128.44,24.58,42,1.23,0.0,999,7,1,0,128.44
7.43,24.43,16,5.23,10.17,1026,7,0,0,4.16
2.73,16.49,31,6.62,9.95,1028,10,2,0,1.53
10.47,21.81,63,0.0,0.0,1028,16,0,0,10.47
119.87,20.94,61,4.37,0.0,1027,11,5,1,119.87
7.5,25.88,11,0.39,0.0,1015,18,5,1,7.5
7.52,20.34,27,6.26,0.0,1032,17,5,1,6.02
7.07,24.81,31,1.57,7.92,1026,3,6,1,4.95
119.06,19.16,26,7.46,0.0,1017,2,2,0,95.25
9.61,21.06,10,2.33,0.0,1027,23,3,0,9.61
2.22,20.09,22,4.66,6.38,1017,12,6,1,1.55
5.26,21.59,28,0.0,0.0,1017,8,0,0,5.26
112.25,23.0,29,0.79,8.85,1021,19,3,0,78.57
10.92,25.51,24,3.24,0.0,1016,20,2,0,10.92
6.57,23.98,24,3.89,3.23,1013,6,4,0,4.6
10.28,24.34,46,3.28,0.0,1029,7,6,1,10.28
119.88,23.61,39,5.18,0.0,1002,8,2,0,95.9
14.93,27.01,29,0.0,0.0,1021,15,5,1,14.93
6.4,23.93,30,9.56,7.81,1007,20,4,0,3.59
5.83,29.26,39,2.04,0.0,1023,13,1,0,5.83
158.75,22.29,55,4.5,0.0,1012,2,0,0,158.75
5.6,25.24,41,0.47,0.0,1034,13,2,0,5.6
6.65,24.91,39,10.08,0.0,1011,2,4,0,5.32
12.61,26.62,45,5.34,0.0,1023,16,2,0,10.09
120.65,18.83,61,4.31,0.0,1011,5,5,1,120.65
9.02,18.31,10,0.49,0.0,1014,2,4,0,9.02
8.74,21.64,34,3.05,0.0,1011,12,0,0,8.74
4.37,21.17,55,2.94,0.0,1011,11,6,1,4.37
141.75,18.89,23,6.45,0.0,1026,18,5,1,113.4
7.71,19.5,15,1.29,6.87,1017,2,0,0,5.39
1.52,15.73,28,7.06,0.0,1028,6,6,1,1.22
7.95,29.42,52,4.48,0.0,1001,13,1,0,7.95
142.27,24.98,22,3.8,0.0,1022,0,6,1,142.27
6.56,23.09,41,5.65,0.0,1025,17,5,1,5.25
3.97,20.23,10,9.52,0.0,1010,7,5,1,3.18
3.71,25.84,40,0.0,0.0,1028,10,6,1,3.71
105.73,21.24,36,4.31,0.0,998,9,2,0,105.73
7.02,25.59,10,7.18,4.57,1018,16,1,0,3.93
4.49,17.74,22,4.78,0.0,1013,16,3,0,4.49
12.08,22.43,65,0.36,0.0,1008,17,4,0,12.08
152.77,24.83,48,1.29,0.0,1013,2,5,1,152.77
7.85,22.03,26,5.76,0.0,1014,13,0,0,6.28
9.77,22.4,10,8.39,0.0,1020,10,4,0,7.82
8.8,26.49,68,1.61,0.0,1006,3,2,0,8.8
142.99,22.18,47,3.06,0.0,1020,18,0,0,142.99
14.17,25.88,35,2.51,0.0,1033,4,0,0,14.17
6.68,16.86,22,7.43,1.75,1004,4,0,0,3.74
4.41,22.42,45,0.0,0.0,1031,9,3,0,4.41
157.73,20.76,43,5.95,0.0,1027,23,2,0,126.18
10.87,18.06,13,6.14,0.0,1013,16,4,0,8.69
9.61,20.96,24,10.7,1.75,1023,7,1,0,5.38
6.69,29.31,43,6.23,0.0,1008,7,5,1,5.35
148.93,21.57,61,2.99,8.69,1001,0,6,1,104.25
5.9,24.31,13,4.22,0.0,1031,13,5,1,5.9
10.31,22.67,10,5.82,0.0,1003,23,1,0,8.25
8.22,21.65,54,4.5,6.89,1007,7,5,1,5.76
139.02,22.47,46,0.14,0.0,1001,16,5,1,139.02
10.08,21.38,39,4.66,10.73,1021,13,2,0,7.05
6.31,18.26,11,3.67,0.0,1009,14,5,1,6.31
9.83,30.68,62,2.8,0.0,1030,8,3,0,9.83
122.02,24.04,24,0.31,0.0,1014,15,0,0,122.02
7.89,27.97,25,1.48,0.0,1023,17,2,0,7.89
10.35,17.76,24,4.1,0.0,1014,3,6,1,10.35
4.98,27.09,56,2.52,0.0,1026,11,0,0,4.98
145.63,17.26,59,4.48,6.25,1027,20,1,0,101.94
12.65,18.91,34,5.26,0.0,1014,7,6,1,10.12
4.98,18.41,41,7.43,0.0,1020,16,2,0,3.98
5.09,27.82,50,4.83,0.0,1010,2,1,0,5.09
105.6,22.11,36,3.91,0.0,1007,17,4,0,105.6
5.93,19.82,17,3.43,0.0,1007,3,2,0,5.93
2.78,19.11,20,5.7,0.0,1025,0,4,0,2.23
6.53,30.65,42,0.86,0.0,1014,18,5,1,6.53
151.04,19.69,26,1.43,0.0,1021,1,5,1,151.04
6.86,20.91,10,5.58,2.96,1034,11,1,0,3.84
7.28,15.82,23,9.33,0.0,1008,4,1,0,5.82
3.82,27.65,51,6.31,0.0,1019,11,1,0,3.06
147.75,19.49,54,0.85,0.0,1006,10,5,1,147.75
9.7,20.09,10,5.16,9.18,1031,23,5,1,5.43
1.41,17.66,11,5.18,0.0,1004,10,2,0,1.13
7.35,22.56,63,1.49,0.0,1007,3,2,0,7.35
155.66,23.34,48,1.32,0.0,1027,16,6,1,155.66
14.79,22.42,16,5.25,0.0,1012,4,6,1,11.83
4.39,19.13,38,10.23,0.0,1028,4,0,0,3.51
3.63,27.08,34,5.75,5.05,1021,16,6,1,2.03
102.49,20.71,48,3.85,0.0,1006,2,5,1,102.49
7.8,20.42,40,5.28,0.0,1005,17,2,0,6.24
7.06,22.3,30,6.86,0.0,1018,14,0,0,5.65
6.81,21.42,44,1.59,0.0,1022,22,2,0,6.81
145.26,23.81,41,2.99,0.0,1027,6,4,0,145.26
6.93,19.16,40,0.0,0.0,1030,0,6,1,6.93
1.47,22.9,10,9.07,9.18,1019,0,0,0,0.83
12.98,30.83,28,0.0,0.0,1030,4,0,0,12.98
107.15,18.06,23,4.33,9.16,1009,20,6,1,75.01
7.61,27.35,30,2.72,0.0,1027,7,0,0,7.61
9.18,25.15,45,7.84,0.0,1014,16,1,0,7.35
5.72,23.81,44,1.3,5.74,1023,5,3,0,4.0
130.0,15.61,39,0.08,0.0,1003,8,0,0,130.0
6.18,20.31,32,0.0,0.0,1007,22,6,1,6.18
4.84,17.79,19,7.99,7.79,1005,2,2,0,2.71
5.34,21.76,61,4.0,0.0,1025,6,1,0,5.34
105.11,22.11,36,2.74,0.0,1020,4,0,0,105.11
6.24,23.35,41,3.08,0.0,1019,2,3,0,6.24
5.02,24.29,43,3.99,0.0,1023,4,4,0,5.02
3.36,22.28,65,0.0,0.0,1024,5,4,0,3.36
99.34,18.23,46,1.1,11.0,999,19,0,0,69.54
14.04,18.14,36,0.51,0.0,1018,21,0,0,14.04
9.14,25.11,14,6.69,0.0,1031,20,2,0,7.31
9.41,25.03,41,0.18,0.0,1031,16,1,0,9.41
105.76,22.09,34,6.69,0.0,1024,5,3,0,84.61
6.55,23.41,20,0.0,0.0,1007,4,0,0,6.55
